Дата,Номер,ТранспортноеСредство,Колонна,Водитель,ДатаВыезда,ДатаВозвращения,СпидометрВыезда,СпидометрВозвращения,ОстатокПриВыезде,ОстатокПриВозвращении,Пробег,Выдано,Сдано,ПробегПоGPS,ОстатокПриВыездеGPS,ОстатокПриВозвращенииGPS,ВыданоGPS,ВсегоЗаправокGPS,СданоGPS,ВсегоСливовGPS
26.01.2021 7:00:00,010661*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,39822,39845,263,256,23,,,23.2,43.42,64,28.66,,,
26.01.2021 7:00:00,"010670***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,297596,297683,14,28,,30,,83.6,21.28,35.43,30.19,,,
26.01.2021 7:00:00,"010678***""",О016АВ152,АСМ,Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,45817,45848,63,49,,,,29.2,33.85,21.15,,,,
26.01.2021 7:00:00,"010704***""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,87594,87636,229,207,,,,40.5,191,174,,,,
26.01.2021 7:00:00,010726*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,63828,63828,,,,,,,,,,,,
26.01.2021 7:00:00,010727*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,6104,6104,,,,,,,,,,,,
26.01.2021 7:00:00,010805/1,О172АК152,АСМ,Водитель,26.01.2021 7:00:00,26.01.2021 10:00:00,45627,45627,,,,,,0.1,45.31,44.84,,,,
26.01.2021 7:00:00,013709//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,386818,386902,22,34,,30,,58.6,37.62,51,30.41,,,
26.01.2021 7:00:00,013771//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,385669,385733,38,23,,,,61.8,47.22,30.6,,,,
26.01.2021 7:00:00,014136//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,82484,82509,47,42,,,,24.2,50,44.45,,,,
26.01.2021 7:00:00,014137//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,331791,331835,33,25,,,,31.3,53,45.55,,,,
26.01.2021 7:00:00,014138//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,33809,33855,25,28,,15,,45.9,,,,,,
26.01.2021 7:00:00,014139//,О173АК152,АСМ,Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,40175,40207,38,28,,,,29.9,76,66,,,,
26.01.2021 7:00:00,014140//,С315ВО152,Подпиточные машины,Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,4593,4593,,,,,,,,,,,,
26.01.2021 7:00:00,014142//,О082ХМ152,Гидравлические станции (мастерские),Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,19812,19828,48,41,,,,16,37.77,33.2,,,,
26.01.2021 7:00:00,014143//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,39083,39110,152,134,,,,27,162,147,,,,
26.01.2021 7:00:00,014144//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,28840,28872,6,5,,,,31.5,97,91,,,,
26.01.2021 7:00:00,014144//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,26.01.2021 7:00:00,26.01.2021 19:00:00,28840,28872,514,504,32,,,31.5,97,91,,,,
26.01.2021 7:00:00,016447//,С968АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,26.01.2021 7:00:00,26.01.2021 16:00:00,12634,12638,37,36,,,,1,25.57,25.49,,,,
26.01.2021 7:01:00,"029833****""",О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,26.01.2021 7:01:00,26.01.2021 19:00:00,108677,108697,22,22,,3,,50.8,34.98,23.52,,,,
26.01.2021 7:10:00,009825//,К982РС152,Манипуляторы бортовые г/п до 5 тонн,Водитель,26.01.2021 7:10:00,26.01.2021 16:30:00,120332,120404,48,33,,,,69.8,57,42.06,,,,
26.01.2021 7:10:00,"010538****""",Р342РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,26.01.2021 7:10:00,26.01.2021 16:00:00,14598,14627,45,58,,20,,29.8,21.08,33.48,,,,
26.01.2021 7:20:00,010405*,Р077ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,26.01.2021 7:20:00,26.01.2021 16:30:00,15764,15784,145,140,,,,21.1,,,,,,
26.01.2021 7:20:00,"010461***""",С352НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,26.01.2021 7:20:00,26.01.2021 17:00:00,10415,10470,23,49,55,40,,55.5,,,,,,
26.01.2021 7:20:00,010512*,С590РХ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,26.01.2021 7:20:00,26.01.2021 16:15:00,2445,2544,159,127,99,,,99.5,,,,,,
26.01.2021 7:20:00,"010530***""",О221ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,26.01.2021 7:20:00,26.01.2021 16:15:00,23081,23118,70,57,,,,32.8,92,79,,,,
